MetadataComponentId,MetadataComponentName,MetadataComponentType,RefMetadataComponentId,RefMetadataComponentName,RefMetadataComponentType
0M04O000000TTT7SAO,Batch_Record_Page_WRD,FlexiPage,0Rb4O000000CdjUSAS,multipleRelatedFieldSet,LightningComponentBundle
0M04O000000PEwUSAW,Greenhouse_and_Hive_Agency_IPO,FlexiPage,0Rb4O0000008OO8SAM,tableauChart,LightningComponentBundle
0M04O000000PEwXSAW,Vizion_Account_Targeting,FlexiPage,0Rb4O0000008OO8SAM,tableauChart,LightningComponentBundle
0M04O000000PEwYSAW,Vizion_Market_Brand,FlexiPage,0Rb4O0000008OO8SAM,tableauChart,LightningComponentBundle
0M08I000000KiNzSAK,Salesperson_Goals_Record_Page,FlexiPage,0Rb8I000001Pc3nSAC,createSalespersonGoalsByManager,LightningComponentBundle
0M04O000000Xb12SAC,Pre_Evaluation_Form,FlexiPage,0Rb4O000000blowSAA,activityPreEvaluationForm,LightningComponentBundle
0M04O000000Xb12SAC,Pre_Evaluation_Form,FlexiPage,0Rb4O000000XaUGSA0,linkedObjectConfig,LightningComponentBundle
0M04O000000Xb12SAC,Pre_Evaluation_Form,FlexiPage,0Rb4O000000XaUOSA0,promotionGanttChart,LightningComponentBundle
0M08I000000KmbjSAC,Digital_Asset_Management_Search,FlexiPage,0Rb8I000001Q1WHSA0,digitalAssetMgmtSearch,LightningComponentBundle
0M08I000000KmcGSAS,Recipe_Collection_Record_Page,FlexiPage,0Rb8I000001Q1YnSAK,recipeGridWrapper,LightningComponentBundle
0M08I000000KmcPSAS,Recipe_Library,FlexiPage,0Rb8I000001Q1YqSAK,recipeLibraryContainer,LightningComponentBundle
0M08I000000KjlhSAC,TestDataGrid,FlexiPage,0Rb4w000000Y6RCCA0,bfDataGridContainer,LightningComponentBundle
0M04w000000dW2MCAU,Account_Record_Page_FR_Parent,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M08I000000KlVZSA0,Barrel_Toasting_Header_Record_Page,FlexiPage,0Rb8I000001PvIISA0,barrelToastingComponent,LightningComponentBundle
0M04O000000L3pHSAS,Account_Record_Page_Parent,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M08I000000KwrNSAS,Account_Record_Page11,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M08I000000bs5KSAQ,Bluesheet_Invoice_Record_Page,FlexiPage,0Rb4O000000CdjUSAS,multipleRelatedFieldSet,LightningComponentBundle
0M08I000000KmcZSAS,Recipe_Record_Page,FlexiPage,0Rb8I000001Q1YaSAK,recipeCardWrapper,LightningComponentBundle
0M08I000000KmcZSAS,Recipe_Record_Page,FlexiPage,0Rb8I000001Q1YhSAK,recipeDetail,LightningComponentBundle
0M08I000000bvuVSAQ,GTR_Homepage,FlexiPage,0Rb4O000000PCPrSAO,mybfContainer,LightningComponentBundle
0M04O000000L3w8SAC,Account_Record_Page_BRA_Off,FlexiPage,0Rb4O0000008OLxSAM,callCardTable,LightningComponentBundle
0M04O000000L3w8SAC,Account_Record_Page_BRA_Off,FlexiPage,0Rb4O000000PAz9SAG,keyTaskImageViewer,LightningComponentBundle
0M04O00000005jdSAA,MEXICO_PSA,FlexiPage,0Rb4O000000PBC7SAO,promotionalSalesAgreement,LightningComponentBundle
0M04O000000boRISAY,Account_Record_Page_GTR,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M04O000000PGfwSAG,Invoice_Record_Page,FlexiPage,0Rb4O000000CdjUSAS,multipleRelatedFieldSet,LightningComponentBundle
0M08I000000c6fvSAA,BeLux_PSA,FlexiPage,0Rb4O000000PBC7SAO,promotionalSalesAgreement,LightningComponentBundle
0M04O000000L3sRSAS,Account_Record_Page_AU,FlexiPage,0Rb4O000000XcxeSAC,previewAttachments,LightningComponentBundle
0M04O000000L2HeSAK,CIF_Ship_To_Record_Page_Production,FlexiPage,0Rb4O000000PAvMSAW,cifTaxFieldSetRenderer,LightningComponentBundle
0M08I000000cLLySAM,CIF_Ship_To_Record_Page_Prod,FlexiPage,0Rb4O000000PAvMSAW,cifTaxFieldSetRenderer,LightningComponentBundle
0M08I000000cSfbSAE,Account_Record_Page14,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M08I000000cSfgSAE,Account_Record_Page15,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M08I000000cSflSAE,Account_Record_Page16,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M08I000000cSfqSAE,Account_Record_Page17,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M04O000000L3sVSAS,Account_Record_Page_BRA_On,FlexiPage,0Rb4O0000008OLxSAM,callCardTable,LightningComponentBundle
0M04O000000L3sVSAS,Account_Record_Page_BRA_On,FlexiPage,0Rb4O000000PAz9SAG,keyTaskImageViewer,LightningComponentBundle
0M08I000000cSo4SAE,Email_Application_Pane_Default,FlexiPage,0Rb8I000002F3NqSAK,relatedRecordEmailPane,LightningComponentBundle
0M04O000000TTQKSA4,BF_Credit_Risk_Record_Page1,FlexiPage,0Rb4O000000045HSAQ,bfCreditRiskTable,LightningComponentBundle
0M08I000000cSnOSAU,Quality_Control_Record_Page,FlexiPage,0Rb8I000002F3LnSAK,platformEventToast,LightningComponentBundle
0M04O000000L2KwSAK,Account_Record_Page_MX_On,FlexiPage,0Rb4O0000008OLxSAM,callCardTable,LightningComponentBundle
0M04O000000L2KwSAK,Account_Record_Page_MX_On,FlexiPage,0Rb4O000000PAz9SAG,keyTaskImageViewer,LightningComponentBundle
0M08I000000boNCSAY,Sales_App_Thailand_Home_Page,FlexiPage,0Rb4O000000PCPrSAO,mybfContainer,LightningComponentBundle
0M04w000000lAiqCAE,JP_PSA,FlexiPage,0Rb4O000000PBC7SAO,promotionalSalesAgreement,LightningComponentBundle
0M04w000000dW0GCAU,FR_PSA,FlexiPage,0Rb4O000000PBC7SAO,promotionalSalesAgreement,LightningComponentBundle
0M01B000000fxixSAA,Account_Record_Page_Germany,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M08I000000cSfvSAE,Account_Record_Page18,FlexiPage,0Rb4O000000PCP3SAO,linkMandatoryProducts,LightningComponentBundle
0M08I000000cSnJSAU,DDC_CH_Concept,FlexiPage,0Rb8I000002F3LkSAK,genericCardList,LightningComponentBundle
0M04O0000008TxHSAU,EU_National_Promotion,FlexiPage,0Rb4O000000XaUMSA0,productQuilt,LightningComponentBundle
0M04O0000008TxHSAU,EU_National_Promotion,FlexiPage,0Rb4O000000XaUGSA0,linkedObjectConfig,LightningComponentBundle
0M04O0000008TxHSAU,EU_National_Promotion,FlexiPage,0Rb4O000000XaUOSA0,promotionGanttChart,LightningComponentBundle
0M04O0000008TxHSAU,EU_National_Promotion,FlexiPage,0Rb4O000000XaUASA0,bfPath,LightningComponentBundle
